Sort ID,Druckenbrod Sort ID,Key,APS call number,File name,Transaction number (on this page),APS Digital Library page image URL,APS notes,Druckenbrod notes,Date of entry,Time of entry as transcribed,Time of entry standardized,Wind direction as transcribed,Wind direction standardized,Temperature (Fahrenheit) as transcribed,Temperature (Fahrenheit) standardized,Daily temp high (Fahrenheit) as transcribed,Temp high entry time as transcribed,Temp high entry time standardized,Precipitation time,Precipitation type,Precipitation measurement (inches),Observer data,Meteorological observations as transcribed,Cloudy,Fair,Smoke,Misty,Frost,Snow,Sleet,Overcast,Clear,Rain,Foggy,Hail,Thunder,Lightning,Hazy,Muddy,Natural Phenomena,Birds,Mammals,Reptiles/Amphibians,Insects/Arthropods,Fish/Aquatic,Plants,Leafing,Losing Leaves,Blooming,Planted,Harvested,Availability of produce,Trees,Seasonal Phenomena,Other Observations Transcribed
78,87, APS-275576-007_21,Mss.551.5.M26,275576-7,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-7,No temperature recorded.,,1784-05-09,sunrise,5:01,NE,NE,,,,,,,,,James Madison,Thunder cloud at NE but little Rain,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
79,88, APS-275576-009_01,Mss.551.5.M26,275576-9,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-10,sunrise,5:01,NE,NE,,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,89, APS-275576-009_01,Mss.551.5.M26,275576-9,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-10,4:00 PM,16:00,SW,SW,,,,,,,,,James Madison,Thundercloud to the W but no Rain,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,Forward Peas Podded
81,90, APS-275576-009_02,Mss.551.5.M26,275576-9,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-11,sunrise,5:00,SW,SW,,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,91, APS-275576-009_02,Mss.551.5.M26,275576-9,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-11,4:00 PM,16:00,,,,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,92, APS-275576-009_03,Mss.551.5.M26,275576-9,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-12,sunrise,4:59,Northerly,N,,,,,,,,,James Madison,fair & hot,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,93, APS-275576-009_03,Mss.551.5.M26,275576-9,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-12,4:00 PM,16:00,,,,,,,,,,,James Madison,"fair, very hot",,y,,,,,,,,,,,,,,,,,,,,,y,,,y,,,,,,6 Weeks Pease Blossom
85,94, APS-275576-009_04,Mss.551.5.M26,275576-9,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-13,sunrise,4:58,N,N,,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,95, APS-275576-009_04,Mss.551.5.M26,275576-9,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-13,4:00 PM,16:00,,,,,,,,,,,James Madison,cloudy all day,y,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,Dble rows Forward Pease come up
87,96, APS-275576-009_05,Mss.551.5.M26,275576-9,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-14,sunrise,4:57,,,,,,,,,,,James Madison,fair & cool,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,97, APS-275576-009_05,Mss.551.5.M26,275576-9,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-14,4:00 PM,16:00,,,,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,y,,,y,,,,,,Winsor Beans blossom
89,98, APS-275576-009_06,Mss.551.5.M26,275576-9,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-15,4:00 PM,16:00,,,,,,,,,,,James Madison,fair & pleasant,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,99, APS-275576-009_06,Mss.551.5.M26,275576-9,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-15,4:00 PM,16:00,,,,,,,,,,,James Madison,Thunder & Rain & hard Wind,,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,
91,100, APS-275576-009_07,Mss.551.5.M26,275576-9,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-16,sunrise,4:56,E,E,,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,101, APS-275576-009_07,Mss.551.5.M26,275576-9,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-16,4:00 PM,16:00,E,E,,,,,,,,,James Madison,Hard Thunder and much Rain,,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,
93,102, APS-275576-009_08,Mss.551.5.M26,275576-9,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-17,sunrise,4:55,E,E,,,,,,,,,James Madison,cloudy & foggy,y,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
94,103, APS-275576-009_08,Mss.551.5.M26,275576-9,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded. Putting Wind Direction in standard three-letter format,,1784-05-17,4:00 PM,16:00,E.NE,ENE,,,,,,,,,James Madison,cloudy & misty,y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,104, APS-275576-009_09,Mss.551.5.M26,275576-9,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-18,sunrise,4:54,E,E,,,,,,,,,James Madison,cloudy & misty,y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,105, APS-275576-009_09,Mss.551.5.M26,275576-9,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-18,4:00 PM,16:00,E,E,,,,,,,,,James Madison,cloudy & misty,y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,106, APS-275576-009_10,Mss.551.5.M26,275576-9,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-19,sunrise,4:53,E,E,,,,,,,,,James Madison,rainy,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
98,107, APS-275576-009_10,Mss.551.5.M26,275576-9,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-19,4:00 PM,16:00,SW,SW,,,,,,,,,James Madison,clouds dispersing,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,108, APS-275576-009_11,Mss.551.5.M26,275576-9,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-20,4:00 PM,16:00,SW,SW,,,,,,,,,James Madison,fog & cloudy towards the Great Mountains cloudy,y,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
100,109, APS-275576-009_11,Mss.551.5.M26,275576-9,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-20,sunrise,4:53,S,S,,,,,,,,,James Madison,fair & pleasant,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,110, APS-275576-009_12,Mss.551.5.M26,275576-9,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-21,4:00 PM,16:00,Southerly,S,,,,,,,,,James Madison,"fair, cool",,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,111, APS-275576-009_12,Mss.551.5.M26,275576-9,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-21,sunrise,4:52,N.NE,NNE,,,,,,,,,James Madison,fair & pleasant,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,112, APS-275576-009_13,Mss.551.5.M26,275576-9,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-22,sunrise,4:51,N,N,,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,113, APS-275576-009_13,Mss.551.5.M26,275576-9,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-22,4:00 PM,16:00,,,,,,,,,,,James Madison,clouds gathering up,y,,,,,,,,,,,,,,,,,,,,,,y,,,,,y,,,,Strawberries gathered
105,114, APS-275576-009_14,Mss.551.5.M26,275576-9,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-23,4:00 PM,16:00,E,E,,,,,,,,,James Madison,rainy & misty,,,,y,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
106,115, APS-275576-009_14,Mss.551.5.M26,275576-9,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,"No temperature recorded. Unrelated to transcribing but it seems like "12-o-clock bells in purple shade" is passiflora incarnata (purple passionflower/maypop)""o temperature recorded. Unrelated to transcribing but it seems like "12-o-clock bells i"" temperature recor",,1784-05-23,sunrise,4:50,E by N,NE,,,,,,,,,James Madison,cloudy & misty,y,,,y,,,,,,,,,,,,,,,,,,,y,,,y,,,y,,,"Purple in the Shade, 12 O'Clock Bells in blossom. Duke cherrys eatable"
107,116, APS-275576-009_15,Mss.551.5.M26,275576-9,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-24,4:00 PM,16:00,E,E,,,,,,,,,James Madison,hard rain,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
108,117, APS-275576-009_15,Mss.551.5.M26,275576-9,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-9,No temperature recorded.,,1784-05-24,sunrise,4:50,S,S,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,y,,,,,y,,,,Forward Pease first gathered
109,118, APS-275576-011_01,Mss.551.5.M26,275576-11,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-25,4:00 PM,16:00,SE,SE,,,,,,,,,James Madison,foggy,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
110,119, APS-275576-011_01,Mss.551.5.M26,275576-11,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-25,sunrise,4:49,SW,SW,,,,,,,,,James Madison,Thundercloud @ W,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,120, APS-275576-011_02,Mss.551.5.M26,275576-11,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-26,sunrise,4:48,SE,SE,,,,,,,,,James Madison,cloudy & a little rain,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
112,121, APS-275576-011_02,Mss.551.5.M26,275576-11,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-26,4:00 PM,16:00,NE,NE,,,,,,,,,James Madison,Thundercloud and Showery,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,122, APS-275576-011_03,Mss.551.5.M26,275576-11,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-27,sunrise,4:48,SW,SW,,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,123, APS-275576-011_03,Mss.551.5.M26,275576-11,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-27,4:00 PM,16:00,North S.,N,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
115,124, APS-275576-011_04,Mss.551.5.M26,275576-11,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-28,4:00 PM,16:00,SW,SW,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
116,125, APS-275576-011_04,Mss.551.5.M26,275576-11,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-28,sunrise,4:47,N,N,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
117,126, APS-275576-011_05,Mss.551.5.M26,275576-11,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-29,4:00 PM,16:00,SW,SW,,,,,,,,,James Madison,clear & pleasant,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
118,127, APS-275576-011_05,Mss.551.5.M26,275576-11,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-29,sunrise,4:46,NW,NW,,,,,,,,,James Madison,clear & windy,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
119,128, APS-275576-011_06,Mss.551.5.M26,275576-11,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-30,4:00 PM,16:00,SW,SW,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
120,129, APS-275576-011_06,Mss.551.5.M26,275576-11,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-30,sunrise,4:46,SE,SE,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
121,130, APS-275576-011_07,Mss.551.5.M26,275576-11,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-31,sunrise,4:45,SW,SW,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
122,131, APS-275576-011_07,Mss.551.5.M26,275576-11,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-05-31,4:00 PM,16:00,SW,SW,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
123,132, APS-275576-011_08,Mss.551.5.M26,275576-11,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,"No temperature recorded. Transcribing "by" and other directions same as "by S" etc.  with "b" in wind direction data per standard compass-point notation""o temperature recorded. Transcribing "by" and other directions same as "by S" etc.  with "b" in wind direction da"" temperature recorded. Transcribing "by" and other directions same as "by S""temperature recorded. Transcribing "by""em",,1784-06-01,sunrise,4:45,W by S,SW,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,y,,,y,,,,,,Double rows of Forward Peas began to blossom
124,133, APS-275576-011_08,Mss.551.5.M26,275576-11,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-06-01,4:00 PM,16:00,SW,SW,,,,,,,,,James Madison,Cloudy to the W cloudy,y,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,Horse earflies began to be plenty
125,134, APS-275576-011_09,Mss.551.5.M26,275576-11,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-06-02,sunrise,4:44,SW,SW,,,,,,,,,James Madison,sky muddy,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
126,135, APS-275576-011_09,Mss.551.5.M26,275576-11,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-06-02,4:00 PM,16:00,NE,NE,,,,,,,,,James Madison,Violent gust. Wind shifted from W to N and NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,136, APS-275576-011_10,Mss.551.5.M26,275576-11,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-06-03,sunrise,4:44,NE,NE,,,,,,,,,James Madison,sky muddy,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
128,137, APS-275576-011_10,Mss.551.5.M26,275576-11,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,"No temperature recorded. Decided not to transcribed crossed out lines or words (e.g.  "Dble")""o temp",,1784-06-03,4:00 PM,16:00,W.SW,WSW,,,,,,,,,James Madison,sky muddy,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
129,138, APS-275576-011_11,Mss.551.5.M26,275576-11,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-06-04,sunrise,4:43,W.SW,WSW,,,,,,,,,James Madison,clear & cool,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
130,139, APS-275576-011_11,Mss.551.5.M26,275576-11,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.This entry may note fireflies!,,1784-06-04,4:00 PM,16:00,,,,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,Light flies appeared
131,140, APS-275576-011_12,Mss.551.5.M26,275576-11,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-06-05,4:00 PM,16:00,W,W,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
132,141, APS-275576-011_12,Mss.551.5.M26,275576-11,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,"No temperature recorded. Transcribing veering as b here because this veering is another eighth-turn on compass. Reversing the order of directions in Wind Direction to reflect standard notation for "by" directions""o temperature ",,1784-06-05,sunrise,4:43,SW veering to S,SSW,,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,142, APS-275576-011_13,Mss.551.5.M26,275576-11,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-06-06,4:00 PM,16:00,W,W,,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,143, APS-275576-011_13,Mss.551.5.M26,275576-11,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-06-06,sunrise,4:42,SW,SW,,,,,,,,,James Madison,hard rain & wind,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
135,144, APS-275576-011_14,Mss.551.5.M26,275576-11,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-06-07,sunrise,4:42,NE by N,NNE,,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,145, APS-275576-011_14,Mss.551.5.M26,275576-11,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-11,No temperature recorded.,,1784-06-07,4:00 PM,16:00,N,N,,,,,,,,,James Madison,clear & pleasant,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
137,146, APS-275576-013_01,Mss.551.5.M26,275576-13,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-08,sunrise,4:42,N,N,,,,,,,,,James Madison,cloudy to the W & Mountains,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,147, APS-275576-013_01,Mss.551.5.M26,275576-13,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.Check this transcription,,1784-06-08,4:00 PM,16:00,NE,NE,,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,y,,,,,y,,,,Windsor Beans first dried
139,148, APS-275576-013_02,Mss.551.5.M26,275576-13,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-09,sunrise,4:41,NE,NE,,,,,,,,,James Madison,"cloudy, misty",y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,149, APS-275576-013_02,Mss.551.5.M26,275576-13,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-09,4:00 PM,16:00,SW,SW,,,,,,,,,James Madison,Cloud to the W & NW & rain at night,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
141,150, APS-275576-013_03,Mss.551.5.M26,275576-13,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-10,sunrise,4:41,NE,NE,,,,,,,,,James Madison,clear but band of clouds towards blue ridge,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
142,151, APS-275576-013_03,Mss.551.5.M26,275576-13,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-10,4:00 PM,16:00,NE,NE,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
143,152, APS-275576-013_04,Mss.551.5.M26,275576-13,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-11,sunrise,4:41,Westerly,W,,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,153, APS-275576-013_04,Mss.551.5.M26,275576-13,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,"No temperature recorded. Reversing directions in Wind Direction to reflect standard "by" notation.""o temperature",,1784-06-11,4:00 PM,16:00,SW by W,WSW,,,,,,,,,James Madison,smokey,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,154, APS-275576-013_05,Mss.551.5.M26,275576-13,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-12,sunrise,4:41,W,W,,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,155, APS-275576-013_05,Mss.551.5.M26,275576-13,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-12,4:00 PM,16:00,,,,,,,,,,,James Madison,"Cloudy with some thunder, little rain cloudy",y,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,
147,156, APS-275576-013_06,Mss.551.5.M26,275576-13,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-13,sunrise,4:41,SW,SW,,,,,,,,,James Madison,small rain,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
148,157, APS-275576-013_06,Mss.551.5.M26,275576-13,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-13,4:00 PM,16:00,NE,NE,,,,,,,,,James Madison,clouds rising,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,158, APS-275576-013_07,Mss.551.5.M26,275576-13,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-14,4:00 PM,16:00,NE,NE,,,,,,,,,James Madison,cool & fair. Clouds to the East,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,159, APS-275576-013_07,Mss.551.5.M26,275576-13,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-14,sunrise,4:41,,,,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,160, APS-275576-013_08,Mss.551.5.M26,275576-13,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-15,4:00 PM,16:00,Seasterly,SE,,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,161, APS-275576-013_08,Mss.551.5.M26,275576-13,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-15,sunrise,4:40,E,E,,,,,,,,,James Madison,cool after small rain,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
153,162, APS-275576-013_09,Mss.551.5.M26,275576-13,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-16,4:00 PM,16:00,SE,SE,,,,,,,,,James Madison,Fog at G. Mountains & very cool,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
154,163, APS-275576-013_09,Mss.551.5.M26,275576-13,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-16,sunrise,4:40,,,,,,,,,,,James Madison,clear & cool,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
155,164, APS-275576-013_10,Mss.551.5.M26,275576-13,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-17,4:00 PM,16:00,Southerly,S,,,,,,,,,James Madison,clear & cool,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
156,165, APS-275576-013_10,Mss.551.5.M26,275576-13,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-17,sunrise,4:40,,,,,,,,,,,James Madison,clear & cool,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
157,166, APS-275576-013_11,Mss.551.5.M26,275576-13,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-18,sunrise,4:40,Southerly,S,,,,,,,,,James Madison,clear & cool,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
158,167, APS-275576-013_11,Mss.551.5.M26,275576-13,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-13,No temperature recorded.,,1784-06-18,4:00 PM,16:00,,,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
